month,product_name,region,opening_stock_units,received_units,sold_units,closing_stock_units,stockout_days,backorder_units,,
01-04-2023,CAR-05,South,7748,2883,2513,8118,0,0,,
01-04-2023,CAR-05,West,6651,3406,1277,8780,0,0,,
01-04-2023,CAR-08,Central,10284,3547,872,12959,0,0,,
01-04-2023,CAR-08,East,15181,1708,487,16402,0,0,,
01-04-2023,CAR-08,North,12086,2680,453,14313,0,0,,
01-04-2023,CAR-08,South,13996,3896,180,17712,0,0,,
01-04-2023,CAR-08,West,10454,1787,105,12136,0,0,,
01-04-2023,CAR-10,Central,10783,2279,381,12681,0,0,,
01-04-2023,CAR-10,East,530,2770,580,2720,3,0,,
01-04-2023,CAR-10,North,12692,2499,359,14832,0,0,,
01-04-2023,CAR-10,South,9514,3375,225,12664,0,0,,
01-04-2023,CAR-10,West,8705,2224,251,10678,0,0,,
01-04-2023,CAR-14,Central,12881,2495,410,14966,0,0,,
01-04-2023,CAR-14,East,12195,3506,758,14943,0,0,,
01-04-2023,CAR-14,North,12346,2985,657,14674,0,0,,
01-04-2023,CAR-14,South,6304,3160,495,8969,0,0,,
01-04-2023,CAR-14,West,159,2977,186,2950,2,25,,
01-04-2023,CAR-15,Central,9296,2975,1468,10803,0,0,,
01-04-2023,CAR-15,East,16788,3289,0,20077,0,0,,
01-04-2023,CAR-15,North,938,4906,970,4874,2,12,,
01-04-2023,CAR-15,South,11360,3495,144,14711,0,0,,
01-04-2023,CAR-15,West,10058,4059,989,13128,0,0,,
01-04-2023,CAR-20,Central,9496,2338,675,11159,0,0,,
01-04-2023,CAR-20,East,9878,2598,283,12193,0,0,,
01-04-2023,CAR-20,North,12838,3201,396,15643,0,0,,
01-04-2023,CAR-20,South,445,1613,478,1580,4,3,,
01-04-2023,CAR-20,West,11070,3309,542,13837,0,0,,
01-04-2023,CAR-22,Central,192,4068,224,4036,3,23,,
01-04-2023,CAR-22,East,12275,3059,664,14670,0,0,,
01-04-2023,CAR-22,North,13135,2599,441,15293,0,0,,
01-04-2023,CAR-22,South,11437,3688,197,14928,0,0,,
01-04-2023,CAR-22,West,10480,3313,190,13603,0,0,,
01-04-2023,DIA-11,Central,14329,2955,185,17099,0,0,,
01-04-2023,DIA-11,East,10689,4075,151,14613,0,0,,
01-04-2023,DIA-11,North,14560,2720,123,17157,0,0,,
01-04-2023,DIA-11,South,11771,2867,423,14215,0,0,,
01-04-2023,DIA-11,West,65,3206,68,3203,1,0,,
01-04-2023,DIA-16,Central,9172,4162,205,13129,0,0,,
01-04-2023,DIA-16,East,10394,2940,325,13009,0,0,,
01-04-2023,DIA-16,North,10970,2156,727,12399,0,0,,
01-04-2023,DIA-16,South,732,4236,737,4231,2,0,,
01-04-2023,DIA-16,West,10717,2816,174,13359,0,0,,
01-04-2023,RES-04,Central,199,2485,229,2455,2,9,,
01-04-2023,RES-04,East,11488,3338,795,14031,0,0,,
01-04-2023,RES-04,North,14812,3565,63,18314,0,0,,
01-04-2023,RES-04,South,11255,3328,508,14075,0,0,,
01-04-2023,RES-04,West,12647,3101,441,15307,0,0,,
01-04-2023,RES-06,Central,6284,2923,194,9013,0,0,,
01-04-2023,RES-06,East,10986,1607,637,11956,0,0,,
01-04-2023,RES-06,North,10713,3451,292,13872,0,0,,
01-04-2023,RES-06,South,8162,3160,358,10964,0,0,,
01-04-2023,RES-06,West,267,2441,312,2396,2,11,,
01-04-2023,RES-17,Central,12874,2365,94,15145,0,0,,
01-04-2023,RES-17,East,10180,2164,294,12050,0,0,,
01-04-2023,RES-17,North,12985,2047,809,14223,0,0,,
01-04-2023,RES-17,South,10167,3288,332,13123,0,0,,
01-04-2023,RES-17,West,14247,3889,532,17604,0,0,,
01-04-2023,RES-19,Central,169,3048,182,3035,2,10,,
01-04-2023,RES-19,East,13149,3456,253,16352,0,0,,
01-04-2023,RES-19,North,11346,1039,40,12345,0,0,,
01-04-2023,RES-19,South,12803,2345,224,14924,0,0,,
01-04-2023,RES-19,West,13340,3259,261,16338,0,0,,
01-04-2023,RES-24,Central,9503,3541,265,12779,0,0,,
01-04-2023,RES-24,East,12442,1861,149,14154,0,0,,
01-04-2023,RES-24,North,346,2748,369,2725,4,1,,
01-04-2023,RES-24,South,10782,1412,300,11894,0,0,,
01-04-2023,RES-24,West,14192,3286,416,17062,0,0,,
01-05-2023,ANA-01,Central,1401,3681,1426,3656,3,10,,
01-05-2023,ANA-01,East,11353,3108,870,13591,0,0,,
01-05-2023,ANA-01,North,11204,2847,623,13428,0,0,,
01-05-2023,ANA-01,South,11494,2060,1314,12240,0,0,,
01-05-2023,ANA-01,West,15252,3304,565,17991,0,0,,
01-05-2023,ANA-02,Central,15026,4001,1389,17638,0,0,,
01-05-2023,ANA-02,East,4800,2865,1488,6177,0,0,,
01-05-2023,ANA-02,North,7013,1709,2483,6239,0,0,,
01-05-2023,ANA-02,South,10797,3168,2523,11442,0,0,,
01-05-2023,ANA-02,West,3302,1955,2027,3230,0,0,,
01-05-2023,ANA-03,Central,12600,2162,279,14483,0,0,,
01-05-2023,ANA-03,East,14587,2130,373,16344,0,0,,
01-05-2023,ANA-03,North,16455,3047,348,19154,0,0,,
01-05-2023,ANA-03,South,18212,4006,116,22102,0,0,,
01-05-2023,ANA-03,West,395,2718,398,2715,4,0,,
01-05-2023,ANA-07,Central,10925,2936,553,13308,0,0,,
01-05-2023,ANA-07,East,14686,2973,469,17190,0,0,,
01-05-2023,ANA-07,North,11672,2739,76,14335,0,0,,
01-05-2023,ANA-07,South,11408,2315,183,13540,0,0,,
01-05-2023,ANA-07,West,14153,2395,518,16030,0,0,,
01-05-2023,ANA-09,Central,12824,3530,448,15906,0,0,,
01-05-2023,ANA-09,East,12927,3419,1100,15246,0,0,,
01-05-2023,ANA-09,North,65,3136,84,3117,1,18,,
01-05-2023,ANA-09,South,12728,3043,485,15286,0,0,,
01-05-2023,ANA-09,West,9638,3340,1093,11885,0,0,,
01-05-2023,ANA-12,Central,15908,2847,429,18326,0,0,,
01-05-2023,ANA-12,East,13171,3546,305,16412,0,0,,
01-05-2023,ANA-12,North,393,3584,394,3583,1,0,,
01-05-2023,ANA-12,South,14354,1521,417,15458,0,0,,
01-05-2023,ANA-12,West,18794,2649,151,21292,0,0,,
01-05-2023,ANA-18,Central,834,2325,876,2283,3,11,,
01-05-2023,ANA-18,East,12798,2181,906,14073,0,0,,
01-05-2023,ANA-18,North,13248,4191,1490,15949,0,0,,
01-05-2023,ANA-18,South,14041,3835,1065,16811,0,0,,
01-05-2023,ANA-18,West,4214,4376,1922,6668,0,0,,
01-05-2023,ANA-21,Central,712,2675,751,2636,2,27,,
01-05-2023,ANA-21,East,14939,3726,921,17744,0,0,,
01-05-2023,ANA-21,North,12393,4018,414,15997,0,0,,
01-05-2023,ANA-21,South,16287,1286,533,17040,0,0,,
01-05-2023,ANA-21,West,17080,4279,555,20804,0,0,,
01-05-2023,ANA-23,Central,12817,2542,748,14611,0,0,,
01-05-2023,ANA-23,East,7032,3545,2037,8540,0,0,,
01-05-2023,ANA-23,North,9433,2886,1540,10779,0,0,,
01-05-2023,ANA-23,South,11034,4224,1384,13874,0,0,,
01-05-2023,ANA-23,West,11577,3858,502,14933,0,0,,
01-05-2023,ANT-13,Central,14040,2678,360,16358,0,0,,
01-05-2023,ANT-13,East,379,2500,428,2451,1,21,,
01-05-2023,ANT-13,North,11185,1946,589,12542,0,0,,
01-05-2023,ANT-13,South,12768,5028,715,17081,0,0,,
01-05-2023,ANT-13,West,14185,2996,736,16445,0,0,,
01-05-2023,ANT-25,Central,8533,1952,104,10381,0,0,,
01-05-2023,ANT-25,East,12158,2423,473,14108,0,0,,
01-05-2023,ANT-25,North,13842,3549,206,17185,0,0,,
01-05-2023,ANT-25,South,12041,2624,653,14012,0,0,,
01-05-2023,ANT-25,West,14134,1588,487,15235,0,0,,
01-05-2023,CAR-05,Central,10340,3173,2117,11396,0,0,,
01-05-2023,CAR-05,East,898,2933,925,2906,4,9,,
01-05-2023,CAR-05,North,12572,4065,882,15755,0,0,,
01-05-2023,CAR-05,South,8118,3424,2490,9052,0,0,,
01-05-2023,CAR-05,West,2341,2327,2374,2294,2,22,,
01-05-2023,CAR-08,Central,499,3264,532,3231,1,17,,
01-05-2023,CAR-08,East,16402,3049,635,18816,0,0,,
01-05-2023,CAR-08,North,14313,2777,332,16758,0,0,,
01-05-2023,CAR-08,South,17712,4231,91,21852,0,0,,
01-05-2023,CAR-08,West,12136,2564,382,14318,0,0,,
01-05-2023,CAR-10,Central,12681,3222,289,15614,0,0,,
01-05-2023,CAR-10,East,17049,4006,538,20517,0,0,,
01-05-2023,CAR-10,North,14832,3506,324,18014,0,0,,
01-05-2023,CAR-10,South,12664,2683,282,15065,0,0,,
01-05-2023,CAR-10,West,10678,3602,502,13778,0,0,,
01-05-2023,CAR-14,Central,14966,2289,348,16907,0,0,,
01-05-2023,CAR-14,East,14943,2343,966,16320,0,0,,
01-05-2023,CAR-14,North,14674,3729,408,17995,0,0,,
01-05-2023,CAR-14,South,702,2691,720,2673,4,4,,
01-05-2023,CAR-14,West,256,3383,296,3343,3,6,,
01-05-2023,CAR-15,Central,10803,3304,1678,12429,0,0,,
01-05-2023,CAR-15,East,20077,3103,0,23180,0,0,,
01-05-2023,CAR-15,North,945,1739,974,1710,4,27,,
01-05-2023,CAR-15,South,14711,1904,410,16205,0,0,,
01-05-2023,CAR-15,West,13128,3040,1113,15055,0,0,,
01-05-2023,CAR-20,Central,11159,2648,771,13036,0,0,,
01-05-2023,CAR-20,East,12193,2517,279,14431,0,0,,
01-05-2023,CAR-20,North,15643,3422,393,18672,0,0,,
01-05-2023,CAR-20,South,14730,4511,312,18929,0,0,,
01-05-2023,CAR-20,West,13837,3091,386,16542,0,0,,
01-05-2023,CAR-22,Central,16477,1698,436,17739,0,0,,
01-05-2023,CAR-22,East,14670,2633,232,17071,0,0,,
01-05-2023,CAR-22,North,310,3618,330,3598,2,16,,
01-05-2023,CAR-22,South,14928,2957,238,17647,0,0,,
01-05-2023,CAR-22,West,13603,2361,200,15764,0,0,,
01-05-2023,DIA-11,Central,17099,2003,256,18846,0,0,,
01-05-2023,DIA-11,East,14613,3023,285,17351,0,0,,
01-05-2023,DIA-11,North,17157,2539,202,19494,0,0,,
01-05-2023,DIA-11,South,14215,2859,316,16758,0,0,,
01-05-2023,DIA-11,West,14418,2838,42,17214,0,0,,
01-05-2023,DIA-16,Central,13129,3406,396,16139,0,0,,
01-05-2023,DIA-16,East,13009,2127,305,14831,0,0,,
01-05-2023,DIA-16,North,12399,2176,1061,13514,0,0,,
01-05-2023,DIA-16,South,14894,3194,943,17145,0,0,,
01-05-2023,DIA-16,West,13359,1977,396,14940,0,0,,
01-05-2023,RES-04,Central,15333,2685,167,17851,0,0,,
01-05-2023,RES-04,East,430,5074,468,5036,1,20,,
01-05-2023,RES-04,North,18314,2486,127,20673,0,0,,
01-05-2023,RES-04,South,14075,2133,826,15382,0,0,,
01-05-2023,RES-04,West,15307,3105,360,18052,0,0,,
01-05-2023,RES-06,Central,9013,2269,396,10886,0,0,,
01-05-2023,RES-06,East,11956,2436,408,13984,0,0,,
01-05-2023,RES-06,North,13872,2951,437,16386,0,0,,
01-05-2023,RES-06,South,10964,2919,276,13607,0,0,,
01-05-2023,RES-06,West,13205,2368,589,14984,0,0,,
01-05-2023,RES-17,Central,15145,2919,77,17987,0,0,,
01-05-2023,RES-17,East,12050,1298,555,12793,0,0,,
01-05-2023,RES-17,North,14223,2924,927,16220,0,0,,
01-05-2023,RES-17,South,13123,2800,215,15708,0,0,,
01-05-2023,RES-17,West,17604,4102,828,20878,0,0,,
01-05-2023,RES-19,Central,15074,3124,354,17844,0,0,,
01-05-2023,RES-19,East,16352,2440,128,18664,0,0,,
01-05-2023,RES-19,North,12345,1842,161,14026,0,0,,
01-05-2023,RES-19,South,14924,3869,210,18583,0,0,,
01-05-2023,RES-19,West,16338,2561,391,18508,0,0,,
01-05-2023,RES-24,Central,12779,4192,409,16562,0,0,,
01-05-2023,RES-24,East,14154,1686,150,15690,0,0,,
01-05-2023,RES-24,North,14507,2254,258,16503,0,0,,
01-05-2023,RES-24,South,11894,3610,113,15391,0,0,,
01-05-2023,RES-24,West,17062,2970,221,19811,0,0,,
01-06-2023,ANA-01,Central,10927,2344,1725,11546,0,0,,
01-06-2023,ANA-01,East,623,3424,648,3399,1,5,,
01-06-2023,ANA-01,North,950,3212,964,3198,3,7,,
01-06-2023,ANA-01,South,12240,2417,913,13744,0,0,,
01-06-2023,ANA-01,West,17991,708,472,18227,0,0,,
01-06-2023,ANA-02,Central,17638,1676,709,18605,0,0,,
01-06-2023,ANA-02,East,6177,3072,3021,6228,0,0,,
01-06-2023,ANA-02,North,6239,4115,974,9380,0,0,,
01-06-2023,ANA-02,South,1762,1916,1802,1876,2,38,,
01-06-2023,ANA-02,West,3230,2588,1462,4356,0,0,,
01-06-2023,ANA-03,Central,14483,5146,444,19185,0,0,,
01-06-2023,ANA-03,East,16344,2719,236,18827,0,0,,
01-06-2023,ANA-03,North,19154,3536,693,21997,0,0,,
01-06-2023,ANA-03,South,22102,4432,161,26373,0,0,,
01-06-2023,ANA-03,West,14399,4418,508,18309,0,0,,
01-06-2023,ANA-07,Central,13308,2694,375,15627,0,0,,
01-06-2023,ANA-07,East,17190,2188,435,18943,0,0,,
01-06-2023,ANA-07,North,14335,4702,163,18874,0,0,,
01-06-2023,ANA-07,South,13540,3532,153,16919,0,0,,
01-06-2023,ANA-07,West,16030,4130,577,19583,0,0,,
01-06-2023,ANA-09,Central,15906,2755,551,18110,0,0,,
01-06-2023,ANA-09,East,498,3967,546,3919,3,46,,
01-06-2023,ANA-09,North,20309,5194,241,25262,0,0,,
01-06-2023,ANA-09,South,15286,2350,363,17273,0,0,,
01-06-2023,ANA-09,West,11885,3657,1341,14201,0,0,,
01-06-2023,ANA-12,Central,18326,2074,222,20178,0,0,,
01-06-2023,ANA-12,East,160,1789,185,1764,2,6,,
01-06-2023,ANA-12,North,15460,3672,523,18609,0,0,,
01-06-2023,ANA-12,South,581,3908,621,3868,4,8,,
01-06-2023,ANA-12,West,21292,2647,292,23647,0,0,,
01-06-2023,ANA-18,Central,13370,2874,1312,14932,0,0,,
01-06-2023,ANA-18,East,14073,2214,234,16053,0,0,,
01-06-2023,ANA-18,North,15949,1267,1326,15890,0,0,,
01-06-2023,ANA-18,South,16811,2912,834,18889,0,0,,
01-06-2023,ANA-18,West,1649,3122,1660,3111,4,8,,
01-06-2023,ANA-21,Central,12516,2832,757,14591,0,0,,
01-06-2023,ANA-21,East,431,3260,447,3244,1,6,,
01-06-2023,ANA-21,North,15997,3435,767,18665,0,0,,
01-06-2023,ANA-21,South,17040,3834,445,20429,0,0,,
01-06-2023,ANA-21,West,20804,2953,772,22985,0,0,,
01-06-2023,ANA-23,Central,14611,2694,797,16508,0,0,,
01-06-2023,ANA-23,East,8540,3143,1421,10262,0,0,,
01-06-2023,ANA-23,North,10779,3190,2182,11787,0,0,,
01-06-2023,ANA-23,South,13874,3169,1126,15917,0,0,,
01-06-2023,ANA-23,West,14933,1828,457,16304,0,0,,
01-06-2023,ANT-13,Central,16358,3399,460,19297,0,0,,
01-06-2023,ANT-13,East,174,2276,201,2249,2,10,,
01-06-2023,ANT-13,North,12542,2490,1062,13970,0,0,,
01-06-2023,ANT-13,South,370,2571,384,2557,4,4,,
01-06-2023,ANT-13,West,499,2266,504,2261,2,2,,
01-06-2023,ANT-25,Central,330,2588,334,2584,2,2,,
01-06-2023,ANT-25,East,381,3292,393,3280,2,10,,
01-06-2023,ANT-25,North,17185,3022,214,19993,0,0,,
01-06-2023,ANT-25,South,14012,2617,459,16170,0,0,,
01-06-2023,ANT-25,West,15235,3786,506,18515,0,0,,
01-06-2023,CAR-05,Central,11396,4205,1689,13912,0,0,,
01-06-2023,CAR-05,East,11977,3122,1494,13605,0,0,,
01-06-2023,CAR-05,North,429,2427,457,2399,4,10,,
01-06-2023,CAR-05,South,9052,1284,1888,8448,0,0,,
01-06-2023,CAR-05,West,8733,2596,1272,10057,0,0,,
01-06-2023,CAR-08,Central,684,3271,730,3225,4,46,,
01-06-2023,CAR-08,East,18816,2180,309,20687,0,0,,
01-06-2023,CAR-08,North,526,2584,527,2583,3,1,,
01-06-2023,CAR-08,South,21852,4429,157,26124,0,0,,
01-06-2023,CAR-08,West,14318,2977,131,17164,0,0,,
01-06-2023,CAR-10,Central,15614,2868,618,17864,0,0,,
01-06-2023,CAR-10,East,20517,2253,478,22292,0,0,,
01-06-2023,CAR-10,North,359,2260,371,2248,2,8,,
01-06-2023,CAR-10,South,495,3822,531,3786,2,26,,
01-06-2023,CAR-10,West,180,2970,220,2930,3,21,,
01-06-2023,CAR-14,Central,229,3509,255,3483,3,21,,
01-06-2023,CAR-14,East,599,3958,642,3915,4,36,,
01-06-2023,CAR-14,North,17995,2681,368,20308,0,0,,
01-06-2023,CAR-14,South,10940,2430,577,12793,0,0,,
01-06-2023,CAR-14,West,17964,4171,179,21956,0,0,,
01-06-2023,CAR-15,Central,12429,2321,1004,13746,0,0,,
01-06-2023,CAR-15,East,23180,2684,0,25864,0,0,,
01-06-2023,CAR-15,North,14400,3656,835,17221,0,0,,
01-06-2023,CAR-15,South,16205,2416,333,18288,0,0,,
01-06-2023,CAR-15,West,15055,3035,2148,15942,0,0,,
01-06-2023,CAR-20,Central,13036,2519,819,14736,0,0,,
01-06-2023,CAR-20,East,344,3164,364,3144,4,6,,
01-06-2023,CAR-20,North,18672,2455,225,20902,0,0,,
01-06-2023,CAR-20,South,18929,3490,527,21892,0,0,,
01-06-2023,CAR-20,West,16542,2163,322,18383,0,0,,
01-06-2023,CAR-22,Central,17739,2651,238,20152,0,0,,
01-06-2023,CAR-22,East,17071,3814,303,20582,0,0,,
01-06-2023,CAR-22,North,18581,3329,275,21635,0,0,,
01-06-2023,CAR-22,South,17647,4397,98,21946,0,0,,
01-06-2023,CAR-22,West,15764,2483,274,17973,0,0,,
01-06-2023,DIA-11,Central,18846,3925,448,22323,0,0,,
01-06-2023,DIA-11,East,17351,2990,222,20119,0,0,,
01-06-2023,DIA-11,North,19494,2728,151,22071,0,0,,
01-06-2023,DIA-11,South,16758,1832,387,18203,0,0,,
01-06-2023,DIA-11,West,17214,3363,58,20519,0,0,,
01-06-2023,DIA-16,Central,16139,2967,351,18755,0,0,,
01-06-2023,DIA-16,East,14831,1301,418,15714,0,0,,
01-06-2023,DIA-16,North,13514,3566,717,16363,0,0,,
01-06-2023,DIA-16,South,17145,1363,661,17847,0,0,,
01-06-2023,DIA-16,West,14940,2274,487,16727,0,0,,
01-06-2023,RES-04,Central,374,3397,391,3380,4,6,,
01-06-2023,RES-04,East,18637,2231,513,20355,0,0,,
01-06-2023,RES-04,North,72,3771,84,3759,4,10,,
01-06-2023,RES-04,South,581,1680,615,1646,4,10,,
01-06-2023,RES-04,West,18052,2568,258,20362,0,0,,
01-06-2023,RES-06,Central,368,3227,417,3178,3,3,,
01-06-2023,RES-06,East,13984,2468,498,15954,0,0,,
01-06-2023,RES-06,North,16386,2848,448,18786,0,0,,
01-06-2023,RES-06,South,13607,3087,443,16251,0,0,,
01-06-2023,RES-06,West,297,3711,345,3663,3,39,,
01-06-2023,RES-17,Central,17987,3507,171,21323,0,0,,
01-06-2023,RES-17,East,12793,3109,834,15068,0,0,,
01-06-2023,RES-17,North,16220,2828,380,18668,0,0,,
01-06-2023,RES-17,South,15708,4493,405,19796,0,0,,
01-06-2023,RES-17,West,20878,3740,328,24290,0,0,,
01-06-2023,RES-19,Central,124,3478,150,3452,3,11,,
01-06-2023,RES-19,East,18664,3689,186,22167,0,0,,
01-06-2023,RES-19,North,18,1344,36,1326,2,10,,
01-06-2023,RES-19,South,18583,3291,101,21773,0,0,,
01-06-2023,RES-19,West,337,3632,380,3589,3,1,,
01-06-2023,RES-24,Central,16562,1524,782,17304,0,0,,
01-06-2023,RES-24,East,15690,2483,292,17881,0,0,,
01-06-2023,RES-24,North,16503,4068,129,20442,0,0,,
01-06-2023,RES-24,South,15391,4361,119,19633,0,0,,
01-06-2023,RES-24,West,281,3615,327,3569,2,28,,
01-07-2023,ANA-01,Central,11546,2799,1511,12834,0,0,,
01-07-2023,ANA-01,East,16367,2934,802,18499,0,0,,
01-07-2023,ANA-01,North,15676,3537,905,18308,0,0,,
01-07-2023,ANA-01,South,13744,2150,863,15031,0,0,,
01-07-2023,ANA-01,West,18227,3141,430,20938,0,0,,
01-07-2023,ANA-02,Central,18605,5033,796,22842,0,0,,
01-07-2023,ANA-02,East,6228,1829,1333,6724,0,0,,
01-07-2023,ANA-02,North,1354,3813,1401,3766,4,13,,
01-07-2023,ANA-02,South,1654,2514,1680,2488,4,17,,
01-07-2023,ANA-02,West,4356,3219,1452,6123,0,0,,
01-07-2023,ANA-03,Central,285,2956,288,2953,4,1,,
01-07-2023,ANA-03,East,343,2313,390,2266,2,39,,
01-07-2023,ANA-03,North,21997,3820,343,25474,0,0,,
01-07-2023,ANA-03,South,26373,2420,6,28787,0,0,,
01-07-2023,ANA-03,West,18309,2554,332,20531,0,0,,
01-07-2023,ANA-07,Central,15627,2295,254,17668,0,0,,
01-07-2023,ANA-07,East,18943,3844,328,22459,0,0,,
01-07-2023,ANA-07,North,61,2619,82,2598,3,15,,
01-07-2023,ANA-07,South,16919,3421,300,20040,0,0,,
01-07-2023,ANA-07,West,19583,2934,518,21999,0,0,,
01-07-2023,ANA-09,Central,469,1995,512,1952,2,2,,
01-07-2023,ANA-09,East,18667,2248,534,20381,0,0,,
01-07-2023,ANA-09,North,25262,3313,199,28376,0,0,,
01-07-2023,ANA-09,South,17273,3032,138,20167,0,0,,
01-07-2023,ANA-09,West,14201,1450,1098,14553,0,0,,
01-07-2023,ANA-12,Central,20178,3857,231,23804,0,0,,
01-07-2023,ANA-12,East,18016,3186,216,20986,0,0,,
01-07-2023,ANA-12,North,18609,2101,218,20492,0,0,,
01-07-2023,ANA-12,South,18745,2915,479,21181,0,0,,
01-07-2023,ANA-12,West,23647,2325,132,25840,0,0,,
01-07-2023,ANA-18,Central,14932,3941,1544,17329,0,0,,
01-07-2023,ANA-18,East,16053,4147,404,19796,0,0,,
01-07-2023,ANA-18,North,1220,4697,1247,4670,1,22,,
01-07-2023,ANA-18,South,18889,3204,836,21257,0,0,,
01-07-2023,ANA-18,West,8130,2230,1782,8578,0,0,,
01-07-2023,ANA-21,Central,14591,4381,990,17982,0,0,,
01-07-2023,ANA-21,East,20557,2566,542,22581,0,0,,
01-07-2023,ANA-21,North,18665,3325,748,21242,0,0,,
01-07-2023,ANA-21,South,20429,4008,179,24258,0,0,,
01-07-2023,ANA-21,West,22985,2046,589,24442,0,0,,
01-07-2023,ANA-23,Central,16508,2634,919,18223,0,0,,
01-07-2023,ANA-23,East,2206,1647,2255,1598,2,32,,
01-07-2023,ANA-23,North,11787,2928,1777,12938,0,0,,
01-07-2023,ANA-23,South,15917,3265,1478,17704,0,0,,
01-07-2023,ANA-23,West,16304,2008,266,18046,0,0,,
01-07-2023,ANT-13,Central,19297,3515,716,22096,0,0,,
01-07-2023,ANT-13,East,16348,3716,263,19801,0,0,,
01-07-2023,ANT-13,North,13970,5358,183,19145,0,0,,
01-07-2023,ANT-13,South,19268,2975,619,21624,0,0,,
01-07-2023,ANT-13,West,18207,2322,332,20197,0,0,,
01-07-2023,ANT-25,Central,85,3606,134,3557,4,12,,
01-07-2023,ANT-25,East,181,2906,219,2868,4,26,,
01-07-2023,ANT-25,North,19993,3156,229,22920,0,0,,
01-07-2023,ANT-25,South,577,3705,588,3694,1,1,,
01-07-2023,ANT-25,West,18515,2485,754,20246,0,0,,
01-07-2023,CAR-05,Central,13912,2591,1409,15094,0,0,,
01-07-2023,CAR-05,East,1910,3749,1935,3724,1,0,,
01-07-2023,CAR-05,North,17725,2281,371,19635,0,0,,
01-07-2023,CAR-05,South,8448,2951,1601,9798,0,0,,
01-07-2023,CAR-05,West,10057,3077,1114,12020,0,0,,
01-07-2023,CAR-08,Central,18232,3452,556,21128,0,0,,
01-07-2023,CAR-08,East,410,2798,454,2754,2,44,,
01-07-2023,CAR-08,North,18815,1884,484,20215,0,0,,
01-07-2023,CAR-08,South,26124,2904,132,28896,0,0,,
01-07-2023,CAR-08,West,17164,3920,186,20898,0,0,,
01-07-2023,CAR-10,Central,17864,4018,452,21430,0,0,,
01-07-2023,CAR-10,East,22292,2012,343,23961,0,0,,
01-07-2023,CAR-10,North,213,2717,223,2707,1,10,,
01-07-2023,CAR-10,South,18356,3536,190,21702,0,0,,
01-07-2023,CAR-10,West,16528,3825,206,20147,0,0,,
01-07-2023,CAR-14,Central,20161,2355,183,22333,0,0,,
01-07-2023,CAR-14,East,756,2370,788,2338,4,32,,
01-07-2023,CAR-14,North,20308,3568,325,23551,0,0,,
01-07-2023,CAR-14,South,12793,4140,532,16401,0,0,,
01-07-2023,CAR-14,West,21956,2961,77,24840,0,0,,
01-07-2023,CAR-15,Central,13746,2752,2340,14158,0,0,,
01-07-2023,CAR-15,East,25864,4018,0,29882,0,0,,
01-07-2023,CAR-15,North,1055,2985,1084,2956,4,14,,
01-07-2023,CAR-15,South,18288,2478,878,19888,0,0,,
01-07-2023,CAR-15,West,15942,3593,1291,18244,0,0,,
01-07-2023,CAR-20,Central,14736,4368,684,18420,0,0,,
01-07-2023,CAR-20,East,17231,2621,257,19595,0,0,,
01-07-2023,CAR-20,North,20902,4417,232,25087,0,0,,
01-07-2023,CAR-20,South,21892,2495,499,23888,0,0,,
01-07-2023,CAR-20,West,18383,3049,358,21074,0,0,,
01-07-2023,CAR-22,Central,152,3763,167,3748,4,15,,
01-07-2023,CAR-22,East,20582,2771,491,22862,0,0,,
01-07-2023,CAR-22,North,21635,3136,144,24627,0,0,,
01-07-2023,CAR-22,South,250,2197,288,2159,2,35,,
01-07-2023,CAR-22,West,17973,1863,248,19588,0,0,,
01-07-2023,DIA-11,Central,22323,3678,147,25854,0,0,,
01-07-2023,DIA-11,East,20119,4239,109,24249,0,0,,
01-07-2023,DIA-11,North,22071,3130,121,25080,0,0,,
01-07-2023,DIA-11,South,18203,3360,261,21302,0,0,,
01-07-2023,DIA-11,West,20519,1746,85,22180,0,0,,
01-07-2023,DIA-16,Central,18755,1457,201,20011,0,0,,
01-07-2023,DIA-16,East,15714,3381,315,18780,0,0,,
01-07-2023,DIA-16,North,16363,2294,906,17751,0,0,,
01-07-2023,DIA-16,South,17847,3344,519,20672,0,0,,
01-07-2023,DIA-16,West,16727,2897,522,19102,0,0,,
01-07-2023,RES-04,Central,20857,3147,251,23753,0,0,,
01-07-2023,RES-04,East,20355,2401,464,22292,0,0,,
01-07-2023,RES-04,North,24360,2653,373,26640,0,0,,
01-07-2023,RES-04,South,16447,2561,565,18443,0,0,,
01-07-2023,RES-04,West,20362,3634,318,23678,0,0,,
01-07-2023,RES-06,Central,13696,3812,373,17135,0,0,,
01-07-2023,RES-06,East,15954,3975,381,19548,0,0,,
01-07-2023,RES-06,North,18786,4421,248,22959,0,0,,
01-07-2023,RES-06,South,187,3329,215,3301,2,19,,
01-07-2023,RES-06,West,18350,3403,254,21499,0,0,,
01-07-2023,RES-17,Central,169,1221,216,1174,2,37,,
01-07-2023,RES-17,East,15068,4084,595,18557,0,0,,
01-07-2023,RES-17,North,800,4049,814,4035,2,3,,
01-07-2023,RES-17,South,376,2448,416,2408,1,7,,
01-07-2023,RES-17,West,24290,2924,584,26630,0,0,,
01-07-2023,RES-19,Central,21172,4387,157,25402,0,0,,
01-07-2023,RES-19,East,22167,2698,332,24533,0,0,,
01-07-2023,RES-19,North,15334,3377,89,18622,0,0,,
01-07-2023,RES-19,South,21773,4030,155,25648,0,0,,
